hpx,n,gflux,bpflux,rpflux
8745,111,2.8803658186253494E8,1.4318913770533633E8,2.1057778954655904E8
2761,84,1.0672884754081632E8,5.308767574066723E7,7.94762866027741E7
5753,244,3.983103848163387E8,2.0116644633952278E8,2.89302436214998E8
11380,149,2.1238169370874402E8,1.058718096618675E8,1.5681606685872865E8
7526,403,4.755451735825961E8,2.0756154326765278E8,4.0271555838797253E8
11102,182,2.5012860298762426E8,1.0851573664615156E8,2.0765196236284706E8
4047,165,2.5087485935018134E8,1.3121216768450703E8,1.7692937296569082E8
1062,166,3.599736862663506E8,1.840974549316387E8,2.5694350427795294E8
5684,147,2.75490880435655E8,1.491516062156646E8,1.9040530043536115E8
11486,166,3.7938830417262584E8,1.9457933297660404E8,2.6770661235886732E8
3478,429,4.7845033327351713E8,2.2210083402919826E8,3.8782384443298656E8
118,246,7.179671791019853E8,4.339916764264686E8,4.2667090798003227E8
3886,374,4.822049181232251E8,2.2768957111949453E8,3.7123977348413354E8
1052,126,2.044592761478053E8,1.0254463954115182E8,1.517637760762948E8
6185,160,2.884799424028022E8,1.3162921145807838E8,2.277086013866356E8
1234,116,2.2038795733994365E8,1.1352138476256543E8,1.5684356480677158E8
6951,73,1.4107377571951848E8,6.599323603670934E7,1.0904279985523337E8
9554,362,4.900516342484335E8,2.3853864524523693E8,3.834267613639399E8
8177,274,3.556910137855998E8,1.6587039649669456E8,2.7963126104003024E8
582,185,2.468745123941661E8,1.1644748563984857E8,1.877529446365523E8
951,327,5.421748631492739E8,2.5801223173309097E8,4.23660986006326E8
6930,66,1.2028146436917731E8,6.2830668025332846E7,8.318011510770161E7
7357,269,4.4022662741580456E8,1.7880422254609004E8,4.1041850351176363E8
9197,97,1.9852311435533088E8,9.359198349953708E7,1.516053158665205E8
11119,176,2.763675511078259E8,1.2521649400589219E8,2.1957599522769475E8
11736,91,1.814883955268327E8,9.255829001490429E7,1.346953705184113E8
1896,108,1.538270460007893E8,7.664664257571036E7,1.1187692452508776E8
5251,182,3.7175859511050355E8,1.8087672550763845E8,2.8254634187907726E8
6346,91,1.5565282316378266E8,8.657617814820437E7,1.0646353966279344E8
9863,259,4.4173670722444546E8,2.3655414111046335E8,3.100905481279874E8
11909,441,6.702740247235281E8,3.154893746927571E8,5.183475108930465E8
8823,75,1.313498986316418E8,6.929409809850772E7,9.010026580293511E7
2913,116,1.5677289854432186E8,7.924344357020885E7,1.1181738097565411E8
5109,212,3.885834740314386E8,2.087090101797533E8,2.683497603450053E8
272,144,2.2568486082918343E8,9.08072201936501E7,2.0258588132419515E8
9580,308,4.4926774033109933E8,1.984680610917653E8,3.6616972352147675E8
2518,171,2.1892796498875734E8,1.0953401911621961E8,1.627068671924648E8
11264,205,2.95444234061526E8,1.441482797751958E8,2.2516905215701053E8
7424,419,5.909138618353257E8,2.536896809708818E8,4.9608161092460704E8
2803,92,1.8978970708423507E8,8.897374945923932E7,1.5086994159183016E8
8163,225,3.138946931321824E8,1.553139971046469E8,2.3697317504182968E8
3177,319,4.9695325375379497E8,2.2578136371045625E8,3.970534695102016E8
1604,160,2.8572260981676817E8,1.45567644567304E8,2.0571594231997928E8
895,204,3.6680223983657825E8,1.8049931533398914E8,2.7289598262725526E8
653,243,4.66745474031986E8,2.3372218445348814E8,3.493691021600276E8
5358,243,4.164124279781842E8,2.3551391064328206E8,2.702606885150003E8
2396,198,3.0814554217285836E8,1.4908024555849728E8,2.3890750507595876E8
5172,295,4.9565194244320804E8,2.6141131532897073E8,3.571393288149224E8
10070,170,2.6345452673284546E8,1.4001047483304003E8,1.7992034384718773E8
2918,111,1.6454080353249225E8,8.51422466579742E7,1.1803289515144812E8
5236,443,5.952592345255743E8,2.906579289142651E8,4.6015982833584356E8
3487,662,7.353190399032844E8,3.401338919527218E8,5.841306658002977E8
10999,147,2.6021407916172063E8,1.3875527745300037E8,1.861457896964516E8
10681,205,2.5332155325618064E8,1.0991915573862147E8,2.1574282045533106E8
3560,1009,1.1844379019571383E9,5.479905813423694E8,9.673488143070267E8
3644,650,7.550208145245686E8,3.6875889673339975E8,5.785397692041738E8
6221,113,1.5780814934322953E8,7.159329301580249E7,1.251407922185105E8
1378,83,1.0124945080925366E8,5.450632713410367E7,7.801329950773619E7
9764,245,4.2215375102595073E8,2.0782773030328175E8,3.295828968178888E8
1056,178,3.2902624918096733E8,1.6140341790249285E8,2.4248631207198828E8
3768,238,3.886761765115393E8,2.039424415830259E8,2.753571595570028E8
7059,77,2.1397857760635552E8,1.1540378023544738E8,1.4311520802841634E8
3407,278,5.1158654840027016E8,2.1977883301763833E8,4.5716754683281374E8
7202,691,9.674943463779659E8,4.2806185468711805E8,8.247098384079505E8
7174,1103,1.2498300231871724E9,5.537002524320852E8,1.053440714386525E9
6075,168,3.7480657743978447E8,1.8645124536204442E8,2.839763773627331E8
3808,268,4.6598815628374225E8,2.299429663369406E8,3.528924689641334E8
11875,237,3.4312448717538166E8,1.5617837337011677E8,2.74260634425501E8
3969,461,6.798517486509682E8,3.411578488102556E8,5.095901572060021E8
11333,136,2.127667906418332E8,1.0769810160670622E8,1.548460348030761E8
8234,150,3.83837607719425E8,1.8866925113946357E8,2.879001477834317E8
9777,306,5.163655387876512E8,2.6455512698551968E8,3.764235823041056E8
11414,200,3.6679903874053675E8,1.900478082026617E8,2.5701053476901713E8
8660,155,2.6026892026472843E8,1.2657871033723055E8,1.9689892124094436E8
6233,124,2.1050487934073192E8,1.0484500334468198E8,1.546203688135243E8
3587,455,5.2119525318673366E8,2.086946101805099E8,4.7571589199037594E8
4441,103,2.4239765090425974E8,1.2928259480061762E8,1.656977309323323E8
7082,69,1.3199859224414922E8,7.286302120803407E7,8.806001244199811E7
10432,646,7.034878717757399E8,3.1194529688975924E8,6.038413734531661E8
9479,1076,1.401945588189821E9,6.696435411418949E8,1.0973134426757264E9
11963,745,9.054102697907137E8,4.071266783836003E8,7.405590492614105E8
8126,163,3.5571507889856935E8,1.5887670103841233E8,2.965118777386099E8
9660,309,3.96715771777885E8,1.929549165048059E8,3.057455432774781E8
3996,219,3.6204765021849376E8,1.628253207462945E8,2.965028675380091E8
3746,284,3.965723903633854E8,1.8866287978216445E8,3.1967443064188796E8
10565,756,8.039562397556732E8,3.594708187010978E8,6.574414051683306E8
5951,396,6.835521962931396E8,3.568145600409966E8,4.843781336914573E8
6132,340,4.668002957065829E8,2.1894770799057832E8,3.680928139072011E8
8451,164,2.8837139859446555E8,1.415310394353098E8,2.1730226620406473E8
12153,150,2.8893651909112257E8,1.412714202450087E8,2.179600877655067E8
11896,235,5.279881880971581E8,2.5824969543261254E8,3.905525000839543E8
8493,121,1.776673943464756E8,8.775450277505575E7,1.3081357638409583E8
2643,77,1.43197594192512E8,6.230656458120732E7,1.1840245857009687E8
5744,247,4.122864008068141E8,2.3743433461656627E8,3.2550332118217826E8
9102,76,1.4714689796130937E8,7.075669676010668E7,1.1173067734146729E8
5455,285,4.1747799770192295E8,2.0000797509386957E8,3.179562792109189E8
211,137,2.3019960625037062E8,1.1121813661136493E8,1.770427650093355E8
7658,623,7.116875866954957E8,3.057929437121801E8,6.041479370121326E8
11028,309,3.751008798529824E8,1.816079558308307E8,3.1957059378045774E8
2764,64,1.1489187052281192E8,5.3073846537926406E7,8.943415345431957E7
7207,1067,1.215480350199883E9,4.688384008098924E8,1.1324829497419498E9
8895,82,2.049036864208183E8,9.631427604299082E7,1.56700745182579E8
6454,101,1.3344488684646761E8,5.61893543523321E7,1.1582196786988479E8
11786,441,5.601725037494454E8,2.5708717546702883E8,4.4703127777042353E8
11808,461,7.405839693648888E8,3.451070087726895E8,5.893604949480073E8
3639,759,9.293904916107438E8,4.198673603079509E8,7.6860628382192E8
11799,250,3.9113437513077885E8,1.9000711675092554E8,2.979536965092243E8
3388,312,4.2852942039746577E8,2.0806183341624704E8,3.256585845774076E8
654,219,3.7211417695781446E8,1.7480806398456874E8,2.9432757245458984E8
1522,100,2.5328633360189864E8,1.1931035357921676E8,1.9354999186621952E8
7388,174,3.178033567417062E8,1.416847724727068E8,2.6632638021812415E8
4334,106,1.7039621474255848E8,9.218072027591524E7,1.2567062033192274E8
3222,447,6.322426094516449E8,2.837394505594194E8,5.27088803530943E8
7659,619,5.806945785003886E8,2.3858202183004236E8,5.145301207983414E8
1257,140,2.242709774017788E8,1.1159016284997614E8,1.6346522015814808E8
71,122,2.456638881530963E8,9.987886259986986E7,2.1754956480269533E8
7874,184,3.793141666099278E8,1.8475976507523593E8,2.84606426454432E8
3349,188,4.1860765239234114E8,1.9674527214736682E8,3.232541873900751E8
11107,166,2.709310222295376E8,1.1317706362872434E8,2.3174136719599414E8
8394,103,2.1022601671340138E8,1.0235239758800147E8,1.5769783091287047E8
2575,79,1.4754588639348337E8,6.551168320570183E7,1.2340128649806668E8
11886,247,3.083359235293589E8,1.3715887175505146E8,2.5243581472857985E8
2844,109,2.0107049364795923E8,1.0127173876188421E8,1.488733275078638E8
6286,146,2.5595009513601655E8,1.1521725311233976E8,2.0731396423276576E8
3167,225,3.407673733614972E8,1.7353937577780095E8,2.747892956070702E8
796,246,3.7170250357479745E8,1.6475517137829784E8,3.162339127996572E8
4961,112,2.2349258326309726E8,1.1018843469848217E8,1.643644372733122E8
1440,97,2.8811133531196153E8,1.7347055130586517E8,2.113382696639108E8
4003,238,2.956210919592169E8,1.5012665363641807E8,2.146513935503232E8
8644,127,1.9426759867084244E8,9.553491092756984E7,1.513705901122444E8
11455,236,3.6760819550691354E8,1.758098830828513E8,2.9952121212344503E8
6749,85,1.7105425033292168E8,8.832803723045202E7,1.1911736034957016E8
454,365,4.6356962325510716E8,2.092326841055488E8,3.7696365949108434E8
1605,123,2.518380043170038E8,1.2963059673165564E8,1.8022737658984327E8
1880,111,2.1817971970302436E8,1.1485478640515713E8,1.552219776852958E8
10112,757,8.512632587909783E8,4.108642096410432E8,6.599230439868815E8
2763,66,7.916437121634501E7,4.1082730351119444E7,5.7421821569052994E7
10241,226,3.2815873356721956E8,1.4439495790435377E8,2.6812032968765712E8
2066,104,1.2333666645868428E8,6.236343765902283E7,8.85893098253919E7
1237,96,1.743172014019526E8,9.324826939755729E7,1.2343672578949027E8
88,109,2.263799749194097E8,9.8053869700418E7,1.9212721190004337E8
11308,188,2.568636842883527E8,1.1769387663638565E8,2.0797136126938143E8
11873,260,3.8569121198743427E8,1.7592523138038394E8,3.1067353267960894E8
5112,177,2.882714511848609E8,1.4077536509879205E8,2.1446460872871774E8
710,364,4.943568317075723E8,2.4574307892567724E8,3.689988032713219E8
26,86,1.64464524224094E8,6.5020793192117944E7,1.4914680571465847E8
1087,120,1.941907278012824E8,1.083231750983792E8,1.2564326681314124E8
2753,72,1.1252330631478067E8,5.6783415393423714E7,8.865850096348965E7
7171,1172,1.4061144932419398E9,6.36508682443114E8,1.1845647063994465E9
9937,631,7.753213043302399E8,3.615395499713745E8,6.274428934824655E8
9465,600,8.038398304916911E8,4.082930446865992E8,6.001464968033779E8
2188,85,1.2442128038497773E8,6.6735748229913585E7,8.430407259658465E7
1225,135,2.1236860783235073E8,1.1747242707535943E8,1.4137694057601243E8
1684,232,3.473558671268731E8,1.5014245827912724E8,2.9071898818180656E8
9166,93,1.2299434911010686E8,6.404815863783626E7,8.549978376374348E7
4040,186,3.6126986189062536E8,1.6556942189424434E8,2.878880646281881E8
6457,91,2.309075843947357E8,1.0682821780441795E8,1.792968482384396E8
5470,225,2.80908747443956E8,1.4211264129746133E8,2.0134969125343853E8
8812,85,1.4446677291471362E8,7.377647534891665E7,1.021034492016471E8
10547,608,8.102555233221046E8,3.4962928657178026E8,7.037438990762725E8
6180,185,3.006527954556985E8,1.4984214548620304E8,2.233897453335089E8
7169,1095,1.2777345057708845E9,5.394977030439316E8,1.091464224786115E9
3908,437,5.698454534005127E8,2.447453861274367E8,4.88431043200642E8
9027,101,2.5408114983336586E8,1.3577931178351972E8,1.7669373896834797E8
3500,587,7.497638813622543E8,3.491986784939462E8,5.959884835639815E8
7507,259,3.4465002991107583E8,1.4852556094557035E8,2.8659433166596687E8
3249,639,8.663069992005005E8,4.112942829678152E8,6.743795330179374E8
5631,297,4.641542391971897E8,2.3386086049389794E8,3.429342978028508E8
7579,280,4.9924016910603446E8,2.4018579455301428E8,3.901638276843842E8
1911,102,2.1416632787252226E8,1.1098430650836343E8,1.6254267522687322E8
1495,85,1.5294360560671744E8,7.588427317006333E7,1.1199131308522224E8
3533,685,9.327282601272463E8,4.433000970264152E8,7.293264990800648E8
5369,218,4.2936873364887667E8,2.3132191068943903E8,2.9587128858133274E8
6255,109,1.865620093516681E8,9.42837416318522E7,1.3488331852234322E8
11940,615,7.013020793034896E8,3.198767619587976E8,5.672061887575715E8
5896,236,4.6462251648599195E8,2.2165318321100736E8,3.6551007930236614E8
11027,257,3.359077541876225E8,1.501428915110807E8,2.7691256588157094E8
3857,811,1.0103858990580316E9,4.864294234411131E8,7.948678465576693E8
5975,319,4.2041858430794924E8,2.0452059393834895E8,3.158680947417969E8
6269,85,2.2114576069186357E8,1.073965602707203E8,1.6626425904301393E8
7444,298,3.3972179377033085E8,1.5384256618257764E8,2.735144368977523E8
3267,394,4.945106062748538E8,2.2290033194872147E8,4.0496672176964986E8
7495,314,4.4290231973444134E8,2.025144922662155E8,3.5252849739741087E8
10229,174,2.879486984498194E8,1.3521587121151525E8,2.231789825048952E8
5354,176,3.0054311520208794E8,1.4840662401855752E8,2.2651004771421078E8
3093,188,3.4418783702873087E8,1.655776843656001E8,2.636321316670464E8
3979,272,3.752986834827317E8,1.7833075544662502E8,2.98924596083662E8
3030,180,3.8471017783532554E8,1.8722102297721103E8,2.826010596837646E8
1713,243,3.618059811051075E8,1.6695121038507417E8,2.86378655950853E8
2545,149,1.8747532284495908E8,1.0031838096679913E8,1.3801722520482638E8
8495,136,1.9457696247813773E8,1.0166778777657294E8,1.3512457586775494E8
11521,87,8.360093686647375E7,4.231482663716605E7,5.969807042573904E7
7891,208,2.898415728608752E8,1.3937684510326585E8,2.443846698054922E8
9945,626,7.857538310269554E8,4.115840132205815E8,5.87743072505991E8
2953,87,2.2048819767346033E8,1.104556186125957E8,1.6082445008309883E8
11912,550,6.129875011329341E8,2.845082739952254E8,4.95615553827772E8
5727,254,3.392893751917389E8,1.67694162309881E8,2.5109508721170607E8
6618,91,1.5360499438189062E8,8.20918944805814E7,1.0847570801995721E8
1762,248,4.4329219909913623E8,2.0280639531343195E8,3.5258354275606996E8
1229,115,2.8139103903038996E8,1.455181311880837E8,1.9971892914162177E8
9211,96,1.8018878672872382E8,9.848738404521273E7,1.1959771647086695E8
4110,96,2.357017979648865E8,1.3290151387370795E8,1.5384921565806112E8
8110,161,2.2288534182031935E8,1.058767246562234E8,1.744152657981353E8
893,197,3.24843978153297E8,1.6503627746273118E8,2.3873760501720244E8
4817,113,2.385554201750146E8,1.1248908838484225E8,1.8309854609817988E8
9016,77,1.2815145127363482E8,6.52736888925344E7,9.06182733420659E7
7633,560,7.08744058505878E8,3.291006486548359E8,5.621521846326269E8
1305,72,1.2702025729824801E8,6.291250698040591E7,9.235227624920665E7
458,258,3.417948405211014E8,1.3228154843257913E8,3.1148164238390195E8
12048,140,3.34063088830173E8,1.561222318412213E8,2.5735414721999064E8
5818,95,2.0120320700015724E8,1.0320047102584475E8,1.43191896140551E8
5755,283,4.24504561642138E8,1.9559589403152087E8,3.4615189561561584E8
5687,166,2.3346264904643452E8,1.1610285255382507E8,1.7294377031941524E8
7255,557,7.676499969783548E8,3.419273329605207E8,6.379960739828509E8
1120,117,2.4340960511733732E8,1.3729290708528766E8,1.5922755281496057E8
4698,93,1.0979182813374506E8,5.287517764507298E7,8.329303206134818E7
12016,394,5.840241661631519E8,2.666681340347081E8,4.7197327195000774E8
2838,93,1.4256823839130569E8,6.682327416407299E7,1.1310445066455117E8
12100,142,2.4398600903886482E8,1.1813545403718229E8,1.821430510757435E8
8868,97,1.2964649725515737E8,6.935933762934588E7,8.809571639076598E7
5127,247,3.8550848621494144E8,1.862824683743678E8,2.9409961171614605E8
4062,216,4.1592765811754465E8,2.044188466482738E8,3.081431517012627E8
1337,75,1.6805735585234547E8,7.747714865673989E7,1.3539040016938722E8
7711,177,2.6554187490619034E8,9.442676026573218E7,2.535880636319973E8
7105,79,1.275323553250939E8,7.565434755726424E7,8.348927292459114E7
10166,373,5.3679262951594293E8,2.7145127000437397E8,3.959941492497852E8
2670,75,1.3111775078080812E8,6.3901006457437634E7,9.695744113063093E7
9817,546,7.752844522373054E8,3.9377787003587365E8,5.822510391848245E8
7049,82,1.5192104009517962E8,7.78813999428059E7,1.1386074348356141E8
2300,92,1.1288615853539164E8,5.586602251316393E7,8.429609122644232E7
6082,443,5.575307078672894E8,2.67861299660343E8,4.3101540506215125E8
4775,180,3.345332803018139E8,1.6913433448389047E8,2.4424100362510228E8
6257,120,1.970804414810902E8,9.49676869232275E7,1.5007480297326934E8
4892,105,2.1305121998662186E8,1.3970619199249044E8,1.7213784893489733E8
4273,103,1.668244461457407E8,7.353500989801288E7,1.5046564829369712E8
11260,106,2.2851503762168255E8,1.2152564554196616E8,1.5585299201092982E8
9067,108,2.0155682810665292E8,9.99858385423993E7,1.468771067347253E8
5452,291,4.235999298537235E8,2.2249808995730352E8,2.934318472902315E8
12235,223,3.083132515620627E8,1.4038121783727065E8,2.512096781084353E8
2046,161,2.2879935165372244E8,1.0016891091387215E8,1.929574441862291E8
9962,405,5.656464860810984E8,2.743795961030343E8,4.3120725841038835E8
6149,191,3.287851048896114E8,1.8080373132416332E8,2.6192631621279126E8
1349,79,1.194957981898062E8,6.333779674284668E7,8.372582152890325E7
2124,132,2.69925262286919E8,1.2890529468012623E8,2.0424810024714163E8
2868,125,3.238250457577427E8,1.3817521881574652E8,2.6835214596145388E8
11937,652,8.24302409224974E8,3.802438019322429E8,6.523119953393849E8
5766,103,2.9714367776275927E8,1.468673790896811E8,2.1907342791775468E8
8783,93,1.7947960132481056E8,8.665827406985298E7,1.3404312510632396E8
9250,194,4.158164663682812E8,2.0064573764947042E8,3.15009246840912E8
10588,909,1.0677673856131564E9,4.746471405457916E8,8.900319646494123E8
7016,62,7.233079290931381E7,3.797963541357532E7,5.182644105869392E7
5686,170,3.4423333022281307E8,1.6366537453132036E8,2.680945344350366E8
6248,134,3.781770276413645E8,1.7489742264047927E8,2.9637885499627334E8
2353,141,2.3183284936818874E8,1.1495473233034937E8,1.689506604810274E8
28,55,7.895672736015856E7,4.241746966499195E7,5.867034398507461E7
9248,190,2.6088206542887574E8,1.169172396331242E8,2.1768561247097594E8
3389,319,5.749273054294814E8,3.19795579473185E8,3.911556754510292E8
4227,107,2.0154991356911725E8,1.0247086649871582E8,1.4339599717051244E8
10364,1038,1.0122700128300978E9,4.223687199213638E8,8.835018384952216E8
5301,210,2.770750941264452E8,1.3602403237289938E8,2.070984503376643E8
3743,355,5.796682735421704E8,2.5605129571547732E8,4.8027334503732103E8
10799,464,5.692198012213691E8,2.6117789436727297E8,4.663083214443946E8
8272,205,3.391580035559098E8,1.6481946397309324E8,2.5640287249936596E8
